title,year,certificate,runtime,genre,desc,rating,votes
Parvarish,1977,null,162 min,"Action, Crime, Drama            ",Add a Plot,6.0,8
Pairon Talle,2010,null,99 min,"Drama, Mystery, Thriller            ",A woman fights for justice after her fiancé is killed by criminals who are acquitted for his murder.,4.2,81
Thottal Poo Malarum,2007,null,146 min,"Action, Romance            ","After his ex-fiancée's sudden and mysterious suicide, a jilted bridegroom seeks answers. What he finds, makes him question if he ever really knew her. And then he begins to see her face everywhere he goes.",6.3,148
Astakarmma,2022,UA,106 min,"Horror, Thriller            ","A rebellious Shiva and a righteous Siddhi are as different as fire and ice - but, what happens when they get married with a common goal in mind? To destroy one another. Will they find love? Will their relationship survive the test of time?",6.3,60
Amaanat,1994,A,140 min,"Action, Drama            ",A blind boy faces trouble when he falls for a blind girl.,7.7,730
Hum: I'm Because of Us,2018–,18,20 min,Drama            ,An investigative journalist is arrested for cheating banks with fake certificates. He discovers a crime syndicate behind the scam and decides to investigate it himself.,6.7,694
Dil Ne Phir Yaad Kiya,2001,null,null,"Drama, Musical, Romance            ",An evil landowner kills the family of a judge for sentencing him. But the judge's son misses the attack and plans his revenge.,3.4,161
Jaane Anjaane Mein,2018,null,null,Romance            ,"During the 18th Century, India; the beauty of Shamajaan is caught by many; one of which is the notorious Shahbaaz Khan, who wants to include her in his harem of wives. When this is brought ...                See full summary »",4.9,63
Chaand Kaa Tukdaa,1994,null,155 min,"Action, Comedy, Crime            ",The story line traces the trail of events happening in the lives of three main characters in the movie. Haripada is an artist who performs at weddings. His soaring aspirations keep him ...                See full summary »,4.3,234
Naughty Wedding,2019,null,77 min,"Comedy, Romance            ","Criminal don-aspiring politician Shabbirbhai runs a collection agency in Mumbai's Bhendi Bazar called 'Good Luck Recovery'. He had started this business with 4 employees, but now has over ...                See full summary »",4.4,625
Yaar Nee,1966,null,null,"Mystery, Thriller            ","Chandan (Mithun Chakraborty), his mom (Dina Pathak) and sister Sona live in a small village. Clean shaven Chandan earns his living driving a horse driven carriage. His lady love is the ...                See full summary »",5.6,27
Bidurbhai,2021–,Not Rated,19 min,Comedy            ,"Three men are caught in a situation inside a car. One of them is a rich man who regularly sources cocaine from a fixed peddler at a fixed spot, another is a drug dealer who comes late and the third one is a stranger. What happens next?",7.4,"1,065"
Tikli and Laxmi Bomb,2017,18,151 min,Drama            ,"In a religious fair, two individuals from the villages Hyalagaad and Tyalagaad, run a race and even kill for winning the hosting rights of the fair.",6.9,222
Parama Veera Chakra,2011,UA,160 min,"Action, Drama            ","Aathi and Meera fall in love after the usual playful tiffs. On a visit to a friend's village for his marriage, the two of them help the friend marry his sweetheart instead of the bride. After many conflicts, Aathi and Meera are together.",3.3,122
Vettam,2004,U,163 min,"Comedy, Romance            ","A psychopathic serial killer and a School girl. The serial killer gets the taste of his own medicine, when he tries to sexually assault and kill the school girl.",4.6,8
Pyare Mohan,2006,U,130 min,"Action, Comedy, Drama            ","Three friends team up to unite a fourth friend with his lover, unaware of the violent toll it will take on their own personal lives.",6.8,652
Life Sahi Hai,2016–,null,null,Comedy            ,"Pragya Paromita, fondly called Mitin, is appointed by a Parsi couple to investigate their eight-year-old son's kidnapping. Mitin has done economics from Presidency and balances her detective and homemaker lives equally well.",7.0,379
Machchhu,2019,null,130 min,Drama            ,Dorasani explores the periodic tale of love between a rich lady Devaki and a poor boy Raju.,5.8,205
Insaaf,1987,A,null,"Action, Drama            ",Prem Krishnan comes to Kodaikanal for work and happens to meet Prabha. He falls in love with Prabha without knowing that she is already married.,6.9,204
Shaadi Ke Side Effects,2014,UA,145 min,"Comedy, Romance            ","Based in Cape Town, specializing in divorces, Jeet Oberoi warns his friends, Karan Malhotra and Bhavesh Patel, about the many disadvantages of being involved in a married relationship. He ...                See full summary »",5.3,"1,341"
Jamna Pyari,2015,null,125 min,"Comedy, Drama            ","A young man with a PhD can't get a job, so he sues his school and teachers.",5.9,54
Liar's Dice,2013,null,104 min,"Adventure, Drama, Family            ","Veena, a teenager, goes to visit her maternal grandfather in Ooty with her father to attend her mother's 13th death anniversary, where she learns about her parents' love story.",7.0,118
Do Gaz Zameen Ke Neeche,1972,A,127 min,Horror            ,"Two boys go to Mauritius to study and love it so much there, that they are reluctant to return home. Rishi plays Omkar's dad who turns up from the village to surprise him and is in turn surprised by his son's lifestyle.",4.6,382
Nadiya Ke Paar,1948,null,126 min,Drama            ,A girl who is passionate about dance is ill treated by her relatives. She runs away from home to pursue her dream and overcomes many obstacles to become an accomplished dancer.,5.9,27
The Don,1995,null,135 min,"Crime, Drama            ",A tragic story of two hearts those apart due to an accident.,6.4,174
Raja Raja Chozhan,1973,null,174 min,"Drama, History, War            ","Shanmugam his wife Padma and their children's. Padma secretly has a lover and decides to elope with him. Saradha accepts it wholeheartedly and takes the responsibility of the family, thereby eventually becoming the root of the family.",3.9,42
Amit Bhadana LL.B,2022–,UA 13+,null,Comedy            ,A New Year's rave party in Goa turns deadly for a bunch of video game developers who get killed in a shootout. Only two survive. What happens next?,7.8,65
Lucky DI Unlucky Story,2013,null,129 min,Comedy            ,"When one of his colleagues becomes corrupted by power and goes over to the dark side, a young police officer tries to bring the offender to justice.",5.7,"1,701"
Ullasam,2022,U,139 min,"Comedy, Romance            ","An NRI moves to his native village to spread the message of empowerment among the youth. Under his support, Himmat, a young man leads the youth to contribute to the village's development.",6.6,87
Eakam,2021,UA,125 min,"Adventure, Drama, Fantasy            ",Add a Plot,6.9,54
Mujhe Kucch Kehna Hai,2001,null,135 min,"Drama, Romance            ","In this re-imagining of Du Maurier's Rebecca, a recently wed woman discovers the ghost of her husband's first wife still haunts their home.",7.0,157
Naruda Donaruda,2016,null,131 min,Comedy            ,"The series is set in the backdrop of the film industry and involves two movie stars, two ex-lovers, and one gangster. One incident sets up a chain of events in motion and interconnects the ...                See full summary »",6.6,309
Akka Kuruvi,2022,null,120 min,Family            ,"Binodini is a young widow who lives with a woman and her son, Mahendra, who had once refused to marry her. Their lives are thrown into disarray when there is deceit and adultery between Binodini, Mahendra, his wife and his friend.",7.0,"1,657"
Barooda,2004,U,null,Action            ,"Men in a village are disappearing in the darkness of the night. Is it the work of a mystical enchantress, or is there some other mystery?",4.2,149
Innsaei,2016,null,75 min,Documentary            ,The story of Anurag and Prerna. It is the story of the trials and tribulations their love faces.,2.8,640
Hello June,2022,U,139 min,"Family, Musical, Romance            ","Johny, is a policeman dreaming of making it big. He works officially as a security for an influential politician. The story is about the policing system, the game of chess and the dream of a rookie officer and an adolescent boy, Bonny.",9.1,47
Pyar Ke Saat Vachan Dharampatnii,2022–,null,20 min,Drama            ,"The biggest saga of the year is about to unfold the dark side of India's underworld enterprise. The film will showcase the true story behind India's biggest underworld enterprise, D Company...                See full summary »",5.5,554
Aag Hi Aag,1987,null,170 min,Action            ,"Set in an abandoned house, the film follows a team of professional ghost hunters trying to conduct a paranormal investigation to unveil the mystery of two sisters, Jessie and Amy, where Amy shows unusual mental and physical behaviour.",6.8,455
Ramayana: The Epic,2010,U,98 min,"Animation, Adventure, Family            ",The plot revolves around the life of three youngsters. They dream to shift to America with a special desire.,5.9,83
Nuvvu Naaku Nachchav,2001,U,184 min,"Comedy, Romance            ","Dia takes three years to confess her feelings to Rohith but after a terrible accident, she is told he does not survive. Later, when she starts seeing Adi, she finds out that Rohith is still alive.",8.0,"6,053"
June,I 2019,U,141 min,"Drama, Family, Musical            ","Set in Kanjahad, film narrates through the day before a traditional marriage engagement party Suja and Laxmikanth, fixed by Suja's father against her wishes.",7.7,"2,139"
Ardaas Karaan,2019,U,140 min,Drama            ,"A classical dancer, Balakrishna, faces many struggles, but is eventually redeemed.",8.8,"3,410"
Gangaa Jamunaa Saraswathi,1988,UA,187 min,"Action, Drama, Romance            ","Hero is happy guy until he meets a beautiful girl and falls for he.He disguises himself as unattractive guy to her and she too falls for him, film takes a twist when his ex returns and follows revenge and drama.",4.8,"3,613"
Fandry,2013,UA,101 min,"Drama, Family            ",Add a Plot,9.0,32
A Aa,2016,U,152 min,"Comedy, Drama, Romance            ",A police commissioner hires a young man to be his granddaughter's bodyguard but does not know that the man is in fact a killer hired by his cousin in order to kill his granddaughter and inherit the family estate.,4.3,607
Pathu Thala,2023,null,135 min,Action            ,"In rural villages, women are still considered as objects of sex where men don't care about their feelings. Paro is one such girl living with her mother, sister and few other family members....                See full summary »",7.5,6
Mandaar,2021–,18,null,Drama            ,"""Struggler Saala"" is Marathi comedy series shows struggles of aspiring actors duo in comic way.",9.3,39
Heerak Rajar Deshe,1980,U,118 min,"Comedy, Drama, Family            ",Add a Plot,7.2,72
Naam,2018,U,122 min,Comedy            ,"On a business trip to Switzerland, Vijay meets Meenu and decides to get married to her. Meenu's brother Nagaraj asks Vijay to leave India and get settled in Switzerland with his family.",7.4,650
Jaagruti,1993,null,134 min,"Action, Drama            ","Set in World War II, the reverend Krishnendu runs a military hospital in Bankura. A drunken Anglo-Indian woman soldier is brought to him for treatment and he recognized her as his former love Rina Brown.",8.3,449
Romance Complicated,2016,null,150 min,Romance            ,"Everyone strives for money and power. But when you attain it without much struggle, it can be too much for you to handle it.",4.9,79
Geet,1970,U,null,"Action, Crime, Musical            ","Story of a wife who has to deal with her lazy, immature and irresponsible husband.",8.0,"1,451"
Bhangarh: The Last Episode,2017,null,84 min,Horror            ,A small town Indian groom refuses to succumbed to his old school patriarchal values over the course of his first night after marriage.,8.8,18
Jigariyaa,2014,null,142 min,Drama            ,Sometimes in order to understand someone's point of view you need to put yourself in their shoes...literally. This is what happens when a 17-year-old shy girl and her bubbly 70-year-old ...                See full summary »,7.9,68
Raaj,2009,UA,146 min,"Action, Drama, Romance            ",Suruttu Sudalai destroys the sacred palm area and builds a Brick Station for his illegal business. Thus Saravanan jumps on the field to retrieve his palm works. Who will win? Suruttu Sudalai. or Saravanan.,10.0,6
Jeevana Chaitra,1992,U,157 min,Drama            ,"A riot breaks in the small town of Ismailpur, four victims of the riots take shelter in an old woman's home. Conflicts break out between the four members, leading to a fateful night that is unforgettable.",7.2,"1,264"
I Deal Friendship,2020–,null,null,"Crime, Thriller            ",This is a periodical love story based on real-life true events happened during the 1980s. The film revolves around a girl and a boy who meet at college admissions after that their love ...                See full summary »,7.3,"1,028"
Speedunnodu,2016,UA,120 min,"Comedy, Romance            ","Fate brings together six people to Mumbai where they share a flat and become fast friends. They share in each others' joys and sorrows, and become each others' family away from home.",9.3,131
Thana Theke Aschi,2010,A,112 min,Thriller            ,Add a Plot,7.8,11
Girgit,2018,U,155 min,Comedy            ,A killer protects his daughter from his vengeful group of criminals,7.8,749
Dildariyaan,2015,null,116 min,Romance            ,Prem Tame is Pablo's (Soumya Mukherjee) journey from giddying puppy love to falling in love with a puppy.,5.2,363
The Last Monk,2006,null,110 min,Drama            ,"Kusum and Brindavan are two small children living in a small village in India. Both love each other, and decide to marry when they grow up. Kusum has his name tattooed on her arm. But fate ...                See full summary »",7.4,287
Shwetambara,1983–,null,null,Thriller            ,"Arun is an architect who has a loving mother, and a beautiful girlfriend. Things go haywire when he parks his bike in a ""No Parking"" zone. This takes him on a roller coaster ride full of lies and deceit.",5.7,422
Baazi,1984,U,125 min,Action            ,Two youngsters from conflicting Pathan tribes fall in love with each other and together face the wrath of their respective tribes.,6.1,32
Nadunisi Naaygal,2011,UA 16+,120 min,"Mystery, Thriller            ","Shah is the leader of the Mugal tribe in Asia; when he gets news that bandit, Razoulli and his gang are coming to launch an attack on their region, he is petrified and asks his people to ...                See full summary »",6.2,270
Thendral,2004,null,null,Drama            ,"Anil decides to look for his friend Hari who has been missing since seven years. When he finally locates him in Punjab, Hari claims that he is Harinder Singh and has no connection with Kerala.",5.2,528
Jhootha Hi Sahi,2010,U,142 min,"Comedy, Drama, Romance            ",Four criminals sent to a village to recover buried treasure by a don decide to cheat him and share the treasure between themselves.,5.2,569
Halla Bol,2008,UA,142 min,"Crime, Drama            ","Humiliated and falsely imprisoned, Reeta Mehra (Sadhana) swears to take revenge against Sohanlal (Rehman). Upon her release she finds out that her ailing mother (Leela Chitnis) has passed ...                See full summary »",6.9,61
Vetagadu,1979,U,161 min,"Action, Drama            ","Swami, Radha and their kid shift to Mumbai after selling off their ancestral home in a village. In Mumbai, they get their kid admitted to a school that's patronized by children belonging to...                See full summary »",6.9,408
Unnai Ninaithu,2002,null,163 min,Drama            ,A zamindar takes an affinity to two extremely playful half-brothers who openly con people for a living. But a local animal smuggler steps in to disrupt the harmony in the lives of the zamindar and his adopted family.,6.3,"1,152"
Barsaat Ki Raat,1960,null,142 min,"Drama, Musical, Romance            ","Widowed and with a small son, Raja, Janaki works as a maidservant with a wealthy man. When Raja falls ill, she has no money to get medicines, so she agrees to spend a night with her ...                See full summary »",5.9,111
Arjun,2004,U,174 min,Action            ,"After been in a long healthy relationship, boy decides to propose his girl for marriage one night; which turned out to be surprisingly astonishing for both. What was the secret of this night? Story filled with unknown mysteries.",2.4,7
Divorce,1984,null,133 min,"Romance, Drama            ",Dharamyudh is the story of two friends Thakur Vikram Singh & Pratap Singh who knew well how to be a good friend & a deadly enemy! Pratap's sister Guddi treats Vikram as her own brother. One...                See full summary »,5.6,30
Green Signal,2022,null,95 min,Reality-TV            ,"Dino and Karishma get married in Goa and head to the lesser-known parts of the country, afraid of being caught by their parents. However, they start facing many challenges in their marital life.",4.7,708
Gumrah,,null,20 min,Drama            ,Adapted from George Orwell's short story - a young British policeman in Burma is given the task of handling a rogue work elephant only to find that the role he is destined to play is that of public executioner.,7.3,16
Gaalipata,2008,U,146 min,"Comedy, Musical, Romance            ","Preeti, a wealthy woman, is in an intimate relationship with Prem, but her father disapproves and devises a plan that leads to their breakup. Years later, Preeti is reunited with Prem in a completely different situation.",4.6,128
Nila Nila Odi Vaa,2018,null,22 min,"Comedy, Romance, Thriller            ","Prince Derek and Princess Odette adopt a little girl named Alise. Then, Alise gets captured by a group of flying squirrels, who believe that the Swan Princess is evil, according to a ...                See full summary »",3.9,"1,377"
Titas Ekti Nodir Naam,1973,null,159 min,Drama            ,A lady doctor rescue an amnesiac patient and fells in love with him.,7.9,273
Suna Panjuri,1995,U,165 min,Drama            ,"'Choudhury Paribar' is the story of Choudhury family and its ups and downs. Barun the second son of the family tries to keep the family together. But, his wife and elder brother create ...                See full summary »",4.7,29
Shri Krishna Leela,1971,null,null,"Adventure, Comedy, Drama            ","In order to avenge the killings of his family members at the hands of four outlaws, Chakradhar, Bhootnath, Nainsukh and Hunterwala; Kamal Verma takes the assistance of Vijay Kumar - Vijay ...                See full summary »",3.9,46
Son of Manjeet Singh,2018,UA,139 min,"Comedy, Drama, Sport            ","The story revolves around a young couple in love, who run away from the rivalry of their families. The drama begins when they book a hotel and demonetization news is announced by the Prime Minister.",7.1,653
Prabhas-Siddharth Anand film,,null,null,Action            ,"Panchu Kumtekar lives a near-destitute lifestyle in Bombay along with his school-going brother, Shiri. He makes a living as a con-man, gambling and picking pockets with the assistant of ...                See full summary »",7.0,38
Music School,2022,null,null,Musical            ,A man (R. Madhavan) who helps wronged parties get out of bad relationships meets his match when he takes on a business partner (Bipasha Basu).,3.7,"1,182"
Ezhu Nirangal,1979,Unrated,null,null,Inspector Arjun Singh is a tough cop whose known to loose his cool on criminals due to this has been transferred many a times and also accused of custodial death.Arjun arrests a criminal ...                See full summary »,6.5,110
Kaisa Yeh Pyaar Hai,2005–2006,null,30 min,Drama            ,"Gaav Gata Gajali is a Marathi television series starring Pralhad Kudtarkar and Digambar Naik. 'Gaav Gata Gajali', which means 'the village is gossiping' in Malvani language, is the central ...                See full summary »",9.6,10
Mayura,1975,U,178 min,"Drama, History            ",An old man (Dileep) narrates his love story and about the curse his family possess to a bunch of teenagers.,7.8,"1,460"
Lalkar (The Challenge),1972,U,null,"Action, Drama, Romance            ","The story of two loafing friends, who want to enter politics.",5.6,845
Captain Vyom,1998–1999,null,24 min,"Action, Sci-Fi            ",The film is a Pied Piper-like figment of Malabar's folklore about a partly mythic and partly real magician called Kummatty (bogeyman). Kummatty materialises from nature one day to mingle ...                See full summary »,7.3,227
Channa Mereya,2017,UA,132 min,Romance            ,The film is a Pied Piper-like figment of Malabar's folklore about a partly mythic and partly real magician called Kummatty (bogeyman). Kummatty materialises from nature one day to mingle ...                See full summary »,7.3,227
Do Aur Do Paanch,1980,null,132 min,"Action, Comedy, Drama            ","After losing their jobs, a couple is traveling in search of work. Their car breaks down and a family asks them to have lunch. Will they make it out of there alive?",5.6,"1,641"
Dimensions,2019,null,63 min,Drama            ,Add a Plot,6.9,20
The Killer,II 2021,A,154 min,Thriller            ,"Surya, the man who taught his people the art of dreaming and making their dreams come true, has now turned into their biggest enemy. People want him arrested and hanged as they suspect him ...                See full summary »",4.9,645
Sanki,II,null,null,Thriller            ,Karthik's girl friend is brutally burnt in public by Villains. He chooses a different game plan to eliminate fear from the public towards Villains and wins over the villain with success at his love story.,3.6,182
Biju Babu,2019,null,162 min,Action            ,"Recently divorced Carl and Julie are not on good terms. When their 19-year-old daughter goes missing in India, they must journey into the Himalayas in search for her.",6.0,136
Nikki Aur Jadui Bubble,2021–,null,null,Fantasy            ,"Shyam & Radha meet in college, fall in love and get into clandestine marriage when things get very intimate. But Shyam's family coerce him to marry Meera. Radha has an evil aunt who ...                See full summary »",5.5,30
Sugar Factory,,null,null,null,"Appu hails from a lower middle class family. After picking up a fight in college, he injures himself and is saved by Suchitra, who donates blood to save him and they both fall in love.",8.0,280
What's Your Status,2018–,Not Rated,null,"Comedy, Drama, Romance            ","Based in Nagpur, India, Radheyshyam has three daughters of marriageable age, but is unable to affor any dowry to even marry off one daughter. To make matters worse, his eldest daughter has ...                See full summary »",5.3,18
Ghare-Baire,1984,null,140 min,Drama            ,"Gangadharan, a kind man reforms Manickam, a youngster and appoints him as in-charge in his factory. But Gangadharan becomes bankrupt and his son vows to avenge Manickam, believing that his father's business was swindled by Manickam.",6.8,252
Shapath,1997,A,140 min,"Action, Drama            ",The movie begins with the death of Varma (Murali) a senior government official who was about to on the verge of making a major anti-corruption bust. The case is handed over to ...                See full summary »,6.6,354
Mata Ki Chowki,2008–2011,null,20 min,Drama            ,"Male lead , a chef, falls in love with Kumari, a struggling model from Mumbai. However, he begins to doubt her fidelity as his friends tell him that she has many other boyfriends.",4.9,61
Boyfriend.com,2018,null,null,Drama            ,"Harshvardhan Ghodke (Akshay Pendse) and Abhijit Vaidya (Umesh Kamat), are engineering students, who lie to their parents and land up in Bombay to have fun for a couple of days. ...                See full summary »",7.3,239
Sumesh & Ramesh,2021,U,140 min,Comedy            ,"Snow clad mountains, a mystical man, a traditional tattoo, and Karma at it's twisted best.",7.3,149
Hum Dono,2022,null,null,"Short, Drama            ",Add a Plot,7.8,20
Shivamani,2003,U,143 min,"Action, Romance            ","A series of 16 heart-warming stories about complicated relationships revolving around love, heartbreaks, trust and betrayal.",8.3,50
Parallel,II 2021–,UA 16+,12 min,Sci-Fi            ,"The plot revolves around a man who runs a school called ""Hemlock Society"" which teaches aspirants how to successfully commit suicide. He develops a bond with one of its students, Meghna (...                See full summary »",7.5,"3,263"
Red Rose,1980,A,125 min,"Crime, Horror, Mystery            ","Yahiya and Sai Mohan are meeting after quite a while. They discuss, among other things, the plight of trash pickers, recycling of waste, land dump, Great Stink, fast world, human ...                See full summary »",8.7,10
Chaska,2018,null,null,"Short, Horror            ",Add a Plot,4.9,21
David,IV 2013,null,118 min,Drama            ,The son of a priest falls in love with a Harijan girl and elopes with her. The film was a social drama that deals with untouchability prevalent in pre-independent India.,8.7,54
Break Up Story,2020–,A,null,"Drama, Romance            ",A filmmaker explores the cultural traditions and contradictions across the sexually conservative land of the Kama Sutra.,6.5,256
Kaaviya Thalaivan,2014,U,150 min,"Drama, History, Music            ",Add a Plot,5.8,8
Kode Naagu,1974,null,null,null,"A Beautiful story of two adolescents along with their friends, set in the backdrop of Home tuitions that rekindles the magical moments of first love and shows how love can be tougher than annual exams.",7.9,137
Loser,2020–,A,null,"Drama, Sport            ","A poor silk weaver promises his wife to dress their newborn daughter in a silk saree for her marriage. Facing systemic oppression and the vicissitudes of his fortune, he struggles to keep his word.",8.1,690
Age of water: round2hell,2022,null,38 min,"Short, Drama            ","Satya, a Suspended Cop, who lost his wife in mysterious circumstances, unexpectedly gets hold of a case which relates to his wife's death. He's starts investigating which eventually hunts ...                See full summary »",5.2,128
Sindhooram,1997,null,144 min,"Action, Drama, Romance            ","Its a story of Basheer, an author who experiences his prison life. In it he finds friendship, loneliness, fear and finally love, but that remains questionable.",8.2,"1,521"
Hirkani,2019,U,99 min,History            ,"Seven People anxiously wait for their HIV results in a clinic, bribe a clinical staff to know their results in advance. What is the result ?",7.2,870
Space City Sigma,1989–,null,null,Sci-Fi            ,"When two lovers separated due to financial circumstance are reunited several years later under one roof, sparks fly and emotions run high. How will they resolve this relationship?",6.8,342
Velan,2021,U,132 min,"Comedy, Drama            ","Shyam and Kamal are two school-going students who are close friends. When Kamal is unable to pay his exam fees, Shyam assists him, and as a result Kamal does well, is able to study further,...                See full summary »",6.2,74
Zakhmee,1975,U,null,"Crime, Drama, Musical            ","Ramana ,a college professor attempts to end corruption by creating a group called ACF.",8.2,"2,054"
Yaamirukka Bayamey,2014,UA,125 min,"Comedy, Horror            ",Add a Plot,8.6,6
Kshanbhar Vishranti,2010,U,159 min,Family            ,"What would you do if you were locked in a room with a bunch of people every Saturday? On nights when the wifi was slow, they used their imagination to survive. A bunch of millennial's created a self proclaimed club called the INSIDERS.",7.1,288
Ayurveda: Art of Being,2001,null,101 min,Documentary            ,"Jayanta and his daughter Dubori live a peaceful life, but one day Dubori is kidnapped by a man from Jayanta's past. A devoted father, Jayanta must become the man he once used to be in order to bring his daughter back home.",6.2,108
Dil Kya Kare,1997 Music Video,null,null,"Short, Romance            ",Malayalam Feature Film based on the Indian tag sport Kho-Kho. The film is written and directed by Rahul Riji Nair and is produced by First Print Studios. Rajisha Vijayan plays the central protagonist in the film.,5.9,596
Harphool Mohini,2022,null,20 min,"Action, Drama, Romance            ",Anjali lives in a hostel and always waits for her mother Kamini to come take her during holidays but Kamini never takes Anjali home; instead she takes her on holidays to different places. ...                See full summary »,5.5,13
Gunde Jaari Gallanthayyinde,2013,null,150 min,"Comedy, Drama, Romance            ",The Curious Case of Missing Girls Investigated by a Maniac Cop.,5.2,206
Pokkiri Raja,2010,UA,136 min,"Action, Comedy, Drama            ","A young man arrives in Rangpur to become a postmaster apprentice, but soon finds himself deeply involved in the lives of the village prostitutes.",4.7,213
Devar Bhabhi,1986,null,null,Drama            ,Newlyweds Prashanth and Priya are traveling to the place called Nandigrama where an unexpected turn towards a bypass road leads them on a dangerous journey. Will they survive?,9.4,507
Oru Mexican Aparatha,2017,UA,143 min,"Action, Thriller            ","Unorthodox, honest, simple-minded, and unemployed Gopi is blamed for a theft he did not commit, and gets thrown out of his home by his elder step-brother.",6.8,228
Peshawar,2020,18,30 min,Action            ,"Sangli-based Shiva Kumar re-locates to Mumbai to live with his brother, Daksh; Bhabi, Manasi; and their son. He gets recruited as a Sub-Inspector with Mumbai Police, and Manasi hopes that ...                See full summary »",4.0,362
Thatteem Mutteem,2012–,null,30 min,Comedy            ,"Contestants live in a purpose-built house isolated from rest of the world for 100 days. Each week, one or two of the housemates are evicted through public vote. The contestant with most votes in the last week will be the winner.",3.9,638
The Winter Within,2022,null,99 min,Drama            ,"Sapna, a Psychiatrist, falls in love with her patient Karan. When Karan gets normal, he asks Sapna to get married. But she disapproves of this relationship. What could be the reason?",5.1,116
Ashuddhi,2020,null,null,"Mystery, Thriller            ","The story is about Ramu (Vineeth), a 16-year-old boy who is staying with his annoying uncle, who gets angry and often treats Ramu like a slave. On a trip to the pilgrim town of Guruvayoor ...                See full summary »",7.3,145
Maya,I 2001,null,105 min,Drama            ,"To teach the world that good always prevails over evil, Lord Vishnu takes birth as Krishna. Watch the tales and miracles from his childhood.",8.3,37
Aaha,2021,U,146 min,"Drama, Sport            ",Add a Plot,7.0,68
Punjab X,,null,null,Drama            ,The love tale of two people who are in their 40s and have gone through many ups and downs in their respective lives.,8.2,53
Aap Beeti,2001,null,null,"Drama, Fantasy, Horror            ","At the stroke of the midnight hour, when the city sleeps, this crusader of the night set out to protect citizens. He may not be a superhero with a cape but he definitely is a saver. Meet ...                See full summary »",8.7,8
Ab Tak Chhappan 2,2015,UA,106 min,"Action, Crime, Thriller            ","Ajay is in Hubli for a Kabaddi match when he happens to save Padma from a brutal factionist, Vijay Reddy. The latter pursues them but Ajay refuses to back down from a confrontation with him.",7.2,133
Shudra the Rising,2012,UA,120 min,History            ,"Pappu Pisharadi, an aging man, is on a constant hunt for his son, who left him 16 years back, which is when he is brought to a hospital where he meets Dr. Seetha and Priyan, who promise to help him find his son.",6.5,133
Vishkanya Ek Anokhi Prem Kahani,2016,null,null,Drama            ,The story is about a single father (Sachin) who is overly protective of her daughter (Srishti Behl) and does not like the idea that his daughter will leave him after marriage and hence ...                See full summary »,6.8,77
Gharana,1961,null,154 min,"Comedy, Drama, Musical            ","Follow the highs and lows in the life of Abhimanyu who is forced to join Indian politics after his father, the Prime Minister of India, suddenly passes away.",5.2,"1,917"
India's Ultimate Warrior,2022,null,null,Reality-TV            ,"A youthful story of Class 12 students at Maurya High, an upper class boarding school, catering to the offspring of the rich and famous. There are though some students who are taken on ...                See full summary »",8.3,125
Pichhodu,2019,UA,128 min,Drama            ,A mentally unstable genius and his obsession for the Miss Universe makes him so possessive that he begins to kill people around her in order to come close to her. He succeeds in kidnapping her and keeps her in confinement.,4.7,327
Jatt Te Zameen,1989,null,134 min,"Action, Crime, Drama            ",The impoverished brother of a lowly courtesan falls in love with the sister of a wealthy nobleman.,6.9,217
Tu Chor Main Sipahi,1996,UA,153 min,"Action, Comedy, Drama            ","Dr. Shivani Dutt lives a wealthy lifestyle in London, England with her widowed mom and a dog named Kaali. She works at the Thomwell Hospital. One day she notices that some of her fellow ...                See full summary »",4.3,"1,174"
Wrong Side Raju,2016,UA,130 min,"Drama, Thriller            ","Vicky wanted to be the godfather of the Mumbai underworld. He gains everything and also loses everything. He gains respect, power, and leadership, but he loses love and friendship.",5.2,"1,046"
Voice of Sathyanathan,,null,null,null,"In the desperation to earn quick money, two best friends put their moral values at stake and end up losing their pride and dignity. They then choose a wrong path to set things right and snatch back what was rightfully theirs.",8.5,"2,020"
Madhoshi,2004,A,122 min,"Musical, Mystery, Drama            ",Sakharam Binder takes a scathing look at a man's reckless lifestyle in rural Konkan.,9.0,26
Bojhena Se Bojhena,2013–,12+,null,Romance            ,A young english teacher with a troubled past arrives in the ancient city of Varanasi to spend a few weeks with her aunt who works at an old missionary. it follows the recent suicide of her ...                See full summary »,5.8,35
72 Hours: Martyr Who Never Died,2019,UA,130 min,"Action, Biography, Drama            ","A superstitious belief drives tribal villagers into a wild pursuit of riches, causing them to commit unthinkable acts.",8.9,15
Samrat & Co.,2014,UA,125 min,"Mystery, Thriller            ",A martial arts coach struggles to earn money through fights in order to save his wife suffering from blood cancer.,5.4,"1,154"
Dear Dad,I 2016,UA,95 min,"Drama, Family            ","The story of two people poles apart who cannot live with each other or without each other. Pratham Mittal (Hiten) , an arrogant young man who marries Gauri Aggarwal (Gauri)to take revenge ...                See full summary »",4.3,117
DushtaKoota,2022,18,138 min,"Action, Crime, Thriller            ","Vinayan, a townsman, goes to a village and falls in love with a girl who he thinks is a simpleton. But soon, he closely learns about her nature and decides to part ways.",7.0,65
Marital Abuse,2019,null,null,"Short, Drama            ",Police officer Arjun has strong moral values and lets criminals off with a warning. But he is in a fix when he learns that his father is paying petty criminals to help him catch big criminals,6.7,87
Sukoon - A True Hot Love Story,2021,null,null,"Short, Music            ","Your privacy isn't as private as you think. Cyber Abuse isn't something you just read about in the papers, it could happen to you.",7.9,87
